test_id,intended_tier,domain,career_stage,major,constraint,query,generation_reason,generation_method
synth_test_206,llm_direct,기타 사무,대학원생,비전공(일반),경력 부족,기타 사무 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_207,llm_direct,인사/총무/노무,사회초년생(1~3년차),화학공학,지방 거주,인사/총무/노무 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_208,llm_direct,생산/품질/제조,사회초년생(1~3년차),경영학,지방 거주,사회초년생(1~3년차) 입장에서 생산/품질/제조 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_209,llm_direct,IT개발/데이터,대학원생,행정학,학점 낮음,IT개발/데이터 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_210,llm_direct,디자인/예술,취업준비생(졸업예정),통계학,나이 고민,디자인/예술 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_211,llm_direct,디자인/예술,사회초년생(1~3년차),영어영문학,나이 고민,디자인/예술 직무와 관련 있는 전공은 보통 어떤 게 있나요? 영어영문학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_212,llm_direct,회계/재무/금융,이직/경력전환,통계학,지방 거주,회계/재무/금융 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_213,llm_direct,공사/공기업,취업준비생(졸업예정),행정학,졸업유예 중,공사/공기업 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_214,llm_direct,전문/특수,이직/경력전환,경영학,지방 거주,전문/특수 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_215,llm_direct,디자인/예술,이직/경력전환,화학공학,학점 낮음,디자인/예술 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_216,llm_direct,연구/설계,이직/경력전환,경영학,경력 부족,이직/경력전환 입장에서 연구/설계 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_217,llm_direct,생산/품질/제조,대학원생,영어영문학,제한 없음,생산/품질/제조 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_218,llm_direct,유통/무역/구매,이직/경력전환,산업공학,나이 고민,유통/무역/구매 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_219,llm_direct,해외영업,대학생 저학년,비전공(일반),경력 부족,해외영업 직무와 관련 있는 전공은 보통 어떤 게 있나요? 비전공(일반) 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_220,llm_direct,공무원/비영리,취업준비생(졸업예정),산업공학,졸업유예 중,공무원/비영리 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_221,llm_direct,홍보/CSR,사회초년생(1~3년차),행정학,학점 낮음,홍보/CSR 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_222,llm_direct,"서비스 기획/UI,UX",대학생 저학년,영어영문학,제한 없음,"서비스 기획/UI,UX 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.",일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_223,llm_direct,회계/재무/금융,이직/경력전환,영어영문학,학점 낮음,회계/재무/금융 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_224,llm_direct,디자인/예술,대학원생,경영학,나이 고민,대학원생 입장에서 디자인/예술 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_225,llm_direct,인사/총무/노무,취업준비생(졸업예정),무역학,학점 낮음,인사/총무/노무 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_226,llm_direct,IT개발/데이터,취업준비생(졸업예정),비전공(일반),비전공,IT개발/데이터 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_227,llm_direct,공무원/비영리,대학생 저학년,무역학,학점 낮음,공무원/비영리 직무와 관련 있는 전공은 보통 어떤 게 있나요? 무역학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_228,llm_direct,유통/무역/구매,이직/경력전환,심리학,학점 낮음,유통/무역/구매 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_229,llm_direct,IT개발/데이터,대학생 저학년,경영학,지방 거주,IT개발/데이터 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_230,llm_direct,서비스,사회초년생(1~3년차),영어영문학,지방 거주,서비스 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_231,llm_direct,공무원/비영리,취업준비생(졸업예정),컴퓨터공학,나이 고민,공무원/비영리 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_232,llm_direct,공무원/비영리,대학원생,무역학,제한 없음,대학원생 입장에서 공무원/비영리 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_233,llm_direct,마케팅/MD,취업준비생(졸업예정),심리학,비전공,마케팅/MD 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_234,llm_direct,기타 사무,이직/경력전환,행정학,학점 낮음,기타 사무 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_235,llm_direct,전문/특수,이직/경력전환,행정학,경력 부족,전문/특수 직무와 관련 있는 전공은 보통 어떤 게 있나요? 행정학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_236,llm_direct,전문/특수,이직/경력전환,무역학,지방 거주,전문/특수 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_237,llm_direct,해외영업,사회초년생(1~3년차),무역학,비전공,해외영업 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_238,llm_direct,해외영업,사회초년생(1~3년차),무역학,나이 고민,해외영업 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_239,llm_direct,마케팅/MD,대학생 저학년,통계학,지방 거주,마케팅/MD 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_240,llm_direct,미디어,사회초년생(1~3년차),무역학,졸업유예 중,사회초년생(1~3년차) 입장에서 미디어 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_241,llm_direct,홍보/CSR,이직/경력전환,사회학,경력 부족,홍보/CSR 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_242,llm_direct,"서비스 기획/UI,UX",이직/경력전환,산업공학,경력 부족,"서비스 기획/UI,UX 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?",일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_243,llm_direct,"서비스 기획/UI,UX",대학원생,영어영문학,나이 고민,"서비스 기획/UI,UX 직무와 관련 있는 전공은 보통 어떤 게 있나요? 영어영문학 전공도 관련이 있을까요?",일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_244,llm_direct,IT개발/데이터,사회초년생(1~3년차),경영학,제한 없음,IT개발/데이터 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_245,llm_direct,"서비스 기획/UI,UX",사회초년생(1~3년차),경영학,나이 고민,"서비스 기획/UI,UX 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?",일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_246,llm_direct,서비스,대학원생,비전공(일반),졸업유예 중,서비스 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_247,llm_direct,IT개발/데이터,취업준비생(졸업예정),행정학,제한 없음,IT개발/데이터 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_248,llm_direct,영업/영업관리,취업준비생(졸업예정),무역학,경력 부족,취업준비생(졸업예정) 입장에서 영업/영업관리 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_249,llm_direct,기타 사무,사회초년생(1~3년차),무역학,제한 없음,기타 사무 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_250,llm_direct,연구/설계,대학생 저학년,무역학,학점 낮음,연구/설계 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_251,llm_direct,서비스,사회초년생(1~3년차),통계학,비전공,서비스 직무와 관련 있는 전공은 보통 어떤 게 있나요? 통계학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_252,llm_direct,미디어,사회초년생(1~3년차),비전공(일반),경력 부족,미디어 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_253,llm_direct,인사/총무/노무,사회초년생(1~3년차),영어영문학,학점 낮음,인사/총무/노무 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_254,llm_direct,공무원/비영리,취업준비생(졸업예정),컴퓨터공학,경력 부족,공무원/비영리 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_255,llm_direct,회계/재무/금융,사회초년생(1~3년차),디자인학,나이 고민,회계/재무/금융 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_256,llm_direct,홍보/CSR,취업준비생(졸업예정),사회학,제한 없음,취업준비생(졸업예정) 입장에서 홍보/CSR 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_257,llm_direct,디자인/예술,사회초년생(1~3년차),비전공(일반),제한 없음,디자인/예술 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_258,llm_direct,교육/상담/컨설팅,대학생 저학년,통계학,비전공,교육/상담/컨설팅 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_259,llm_direct,연구/설계,취업준비생(졸업예정),무역학,학점 낮음,연구/설계 직무와 관련 있는 전공은 보통 어떤 게 있나요? 무역학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_260,llm_direct,"서비스 기획/UI,UX",대학원생,영어영문학,비전공,"서비스 기획/UI,UX 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?",일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_261,llm_direct,"서비스 기획/UI,UX",대학생 저학년,사회학,나이 고민,"서비스 기획/UI,UX 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?",일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_262,llm_direct,유통/무역/구매,이직/경력전환,영어영문학,학점 낮음,유통/무역/구매 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_263,llm_direct,홍보/CSR,대학원생,화학공학,제한 없음,홍보/CSR 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_264,llm_direct,영업/영업관리,대학생 저학년,무역학,경력 부족,대학생 저학년 입장에서 영업/영업관리 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_265,llm_direct,디자인/예술,대학생 저학년,행정학,나이 고민,디자인/예술 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_266,llm_direct,교육/상담/컨설팅,대학원생,컴퓨터공학,학점 낮음,교육/상담/컨설팅 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_267,llm_direct,인사/총무/노무,이직/경력전환,비전공(일반),지방 거주,인사/총무/노무 직무와 관련 있는 전공은 보통 어떤 게 있나요? 비전공(일반) 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_268,llm_direct,공무원/비영리,대학생 저학년,심리학,비전공,공무원/비영리 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_269,llm_direct,서비스,사회초년생(1~3년차),통계학,비전공,서비스 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_270,llm_direct,유통/무역/구매,취업준비생(졸업예정),디자인학,경력 부족,유통/무역/구매 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_271,llm_direct,"서비스 기획/UI,UX",이직/경력전환,영어영문학,학점 낮음,"서비스 기획/UI,UX 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?",일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_272,llm_direct,회계/재무/금융,이직/경력전환,행정학,학점 낮음,이직/경력전환 입장에서 회계/재무/금융 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_273,llm_direct,연구/설계,이직/경력전환,무역학,비전공,연구/설계 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_274,llm_direct,디자인/예술,대학원생,화학공학,지방 거주,디자인/예술 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_275,llm_direct,서비스,사회초년생(1~3년차),컴퓨터공학,졸업유예 중,서비스 직무와 관련 있는 전공은 보통 어떤 게 있나요? 컴퓨터공학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_276,llm_direct,해외영업,취업준비생(졸업예정),영어영문학,비전공,해외영업 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_277,llm_direct,영업/영업관리,대학원생,무역학,지방 거주,영업/영업관리 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_278,llm_direct,서비스,이직/경력전환,사회학,경력 부족,서비스 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_279,llm_direct,유통/무역/구매,이직/경력전환,산업공학,학점 낮음,유통/무역/구매 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_280,llm_direct,공사/공기업,대학원생,경영학,비전공,대학원생 입장에서 공사/공기업 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_281,llm_direct,교육/상담/컨설팅,취업준비생(졸업예정),심리학,제한 없음,교육/상담/컨설팅 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_282,llm_direct,미디어,취업준비생(졸업예정),산업공학,제한 없음,미디어 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_283,llm_direct,회계/재무/금융,취업준비생(졸업예정),행정학,경력 부족,회계/재무/금융 직무와 관련 있는 전공은 보통 어떤 게 있나요? 행정학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_284,llm_direct,전문/특수,사회초년생(1~3년차),심리학,제한 없음,전문/특수 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_285,llm_direct,기타 사무,대학생 저학년,사회학,제한 없음,기타 사무 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_286,llm_direct,연구/설계,취업준비생(졸업예정),디자인학,지방 거주,연구/설계 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_287,llm_direct,마케팅/MD,대학생 저학년,무역학,제한 없음,마케팅/MD 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_288,llm_direct,전략/기획,취업준비생(졸업예정),경영학,지방 거주,취업준비생(졸업예정) 입장에서 전략/기획 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_289,llm_direct,전문/특수,대학원생,영어영문학,비전공,전문/특수 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_290,llm_direct,마케팅/MD,사회초년생(1~3년차),경영학,경력 부족,마케팅/MD 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_291,llm_direct,공무원/비영리,대학원생,산업공학,학점 낮음,공무원/비영리 직무와 관련 있는 전공은 보통 어떤 게 있나요? 산업공학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_292,llm_direct,인사/총무/노무,이직/경력전환,통계학,제한 없음,인사/총무/노무 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_293,llm_direct,영업/영업관리,대학원생,행정학,비전공,영업/영업관리 직무의 최근 채용 트렌드나 인재상은 어떤 편인가요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_294,llm_direct,해외영업,대학원생,컴퓨터공학,나이 고민,해외영업 직무에서 주니어와 시니어의 역할 차이가 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_295,llm_direct,서비스,대학원생,사회학,졸업유예 중,서비스 쪽 취업을 준비할 때 참고하면 좋은 사이트나 스터디 방식이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_296,llm_direct,전략/기획,대학생 저학년,통계학,제한 없음,대학생 저학년 입장에서 전략/기획 직무를 준비할 때 일반적으로 걸리는 기간이 궁금합니다.,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_297,llm_direct,"서비스 기획/UI,UX",이직/경력전환,무역학,비전공,"서비스 기획/UI,UX 직무는 실제로 어떤 일을 하나요? 취준생이 알아두면 좋은 하루 업무 흐름이 궁금합니다.",일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_298,llm_direct,디자인/예술,이직/경력전환,산업공학,비전공,디자인/예술 쪽으로 취업하려면 어떤 역량이나 자격증이 도움이 될까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_299,llm_direct,교육/상담/컨설팅,대학원생,심리학,비전공,교육/상담/컨설팅 직무와 관련 있는 전공은 보통 어떤 게 있나요? 심리학 전공도 관련이 있을까요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
synth_test_300,llm_direct,연구/설계,사회초년생(1~3년차),행정학,학점 낮음,연구/설계 분야로 커리어를 시작하려면 신입 기준으로 보통 어떤 준비를 하나요?,일반적인 직무/준비 정보 질문으로 개인 이력 평가나 선택 판단이 필요하지 않음,template
